,Ano,Mes,Dia,Antena,Latitud,Longitud,Temp_max_emas,Temp_min_emas,Temp_max_merra,Temp_min_merra,Temp_mean_merra,Temp_mean_emas
239,2019,3,2,14051,19.82,-104.12,31.85196,13.84625,31.85196,13.84625,21.70258,21.70258
240,2019,3,1,14052,19.9,-103.79,29.88263,13.93591,29.88263,13.93591,20.34186,20.34186
241,2019,3,2,14052,19.9,-103.79,31.05017,12.22592,31.05017,12.22592,20.46243,20.46243
242,2019,3,1,14053,22.61,-103.95,29.09637,9.06122,29.09637,9.06122,17.86655,17.86655
243,2019,3,2,14053,22.61,-103.95,30.0343,8.77563,30.0343,8.77563,17.83383,17.83383
244,2019,3,1,14057,20.52,-103.18,31.42856,13.0647,31.42856,13.0647,21.26257,21.26257
245,2019,3,2,14057,20.52,-103.18,32.11246,12.39188,32.11246,12.39188,21.27505,21.27505
246,2019,3,1,14059,20.32,-105.33,28.24921,19.61063,28.24921,19.61063,22.96558,22.96558
247,2019,3,2,14059,20.32,-105.33,29.30475,19.20801,29.30475,19.20801,23.34485,23.34485
248,2019,3,1,14069,22.36,-103.21,28.23846,8.30322,28.23846,8.30322,17.45529,17.45529
249,2019,3,2,14069,22.36,-103.21,28.73724,9.6571,28.73724,9.6571,17.81967,17.81967
250,2019,3,1,14070,20.48,-102.25,30.6767,11.62036,30.6767,11.62036,20.24414,20.24414
251,2019,3,2,14070,20.48,-102.25,31.21143,11.12939,31.21143,11.12939,20.49185,20.49185
252,2019,3,1,14074,21.17,-102.47,28.99487,10.04291,28.99487,10.04291,18.42722,18.42722
253,2019,3,2,14074,21.17,-102.47,29.46198,8.78317,29.46198,8.78317,18.80582,18.80582
254,2019,3,1,14080,21.01,-102.82,30.27481,10.4317,30.27481,10.4317,19.38428,19.38428
255,2019,3,2,14080,21.01,-102.82,30.77359,9.43228,30.77359,9.43228,19.48624,19.48624
256,2019,3,1,14085,19.48,-104.64,29.55035,19.03058,29.55035,19.03058,23.2345,23.2345
257,2019,3,2,14085,19.48,-104.64,30.08423,19.03845,30.08423,19.03845,23.56219,23.56219
258,2019,3,1,14091,20.04,-104.87,30.73401,17.3949,30.73401,17.3949,22.79575,22.79575
259,2019,3,2,14091,20.04,-104.87,31.9104,16.43277,31.9104,16.43277,23.12878,23.12878
260,2019,3,1,14096,20.53,-104.79,31.34171,15.83154,31.34171,15.83154,22.04266,22.04266
261,2019,3,2,14096,20.53,-104.79,32.76096,14.51135,32.76096,14.51135,22.2092,22.2092
262,2019,3,1,14098,22.39,-103.73,29.34448,9.43628,29.34448,9.43628,18.17511,18.17511
263,2019,3,2,14098,22.39,-103.73,30.21262,9.12671,30.21262,9.12671,18.16382,18.16382
